id	name	north	south	east	west
354	Hopewell, New Brunswick, Canada	45.8007	45.7694	-64.5886	-64.6494
355	La Cañada Flintridge, California, USA	34.2293	34.1784	-118.174	-118.231
356	South Pasadena, California, USA	34.1242	34.0987	-118.136	-118.178
357	Ottawa, Ontario, Canada	45.4912	45.2377	-75.44	-75.9536
358	California, USA	42	32.5352	-114.133	-124.416
359	Altadena, California, USA	34.2077	34.1676	-118.096	-118.173
360	southern California, California, USA	35.389	32.5335	-114.148	-120.938
361	Plateau above Echo Cliffs, Coconino Co., Arizona, USA	36.906	36.2443	-111.105	-111.635
362	Felton, California, USA	37.0616	37.0551	-122.047	-122.061
363	Blueridge Mountains, Staunton, Virginia, USA	38.3847	38	-78.7102	-79.2389
364	Eastern Long Island, New York, USA	40.9529	40.7847	-72.8009	-73.0042
365	Big Thicket, Beaumont Unit, Hardin Co., Texas, USA	30.4913	30.4873	-94.7738	-94.7785
366	The Hogs Back, Garfield Co., Utah, USA	37.8792	37.8049	-111.398	-111.458
367	Southeast Portland, Multnomah Co., Oregon, USA	45.5233	45.3841	-122.455	-122.666
368	Boulder Mountain, Dixie National Forest, Garfield Co., Utah, USA	38.2867	37.928	-111.279	-111.587
369	San Gabriel Mountains, Los Angeles Co., California, USA	34.4522	34.1527	-117.466	-118.477
370	Mepkin Abbey, Berkeley Co., South Carolina, USA	33.1271	33.1061	-79.9259	-79.9606
371	Hornby Island, British Columbia, Canada	49.5532	49.4897	-124.582	-124.716
372	Peace River Area, British Columbia, Canada	56.1	55	-120	-122
373	Shuswap Valley, British Columbia, Canada	50.9	50.7	-116.6	-116.9
374	Eastern Ontario, Ontario, Canada	46.2103	43.787	-73.6084	-77.6733
375	Kemptville, Ontario, Canada	45.0658	44.9546	-75.5375	-75.703
376	Kempsey, New South Wales, Australia	31.48	31.48	152.5	152.5
377	West Kempsey, New South Wales, Australia	-31.0806	-31.0806	152.842	152.842
378	Washington DC, USA	39.1276	38.6676	-76.7515	-77.3215
379	McCall, Idaho, USA	45.0813	44.8383	-115.933	-116.244
380	Senguio, Michoacan, Mexico	19.8061	19.704	-100.317	-100.425
381	Texas Hill Country, Texas, USA	31.2786	29.3439	-97.7124	-101.689
382	Mount Wilson, San Gabriel Mountains, Los Angeles Co., California, USA	34.2538	34.1755	-118.02	-118.1
383	Strawberry Peak, San Gabriel Mountains, Los Angeles Co., California, USA	34.291	34.2703	-118.106	-118.129
384	Point Lobos State Park, Monterey Co., California, USA	36.5255	36.5048	-121.935	-121.957
385	Point Navarro Preserve, Mendocino Co., California, USA	39.1982	39.1952	-123.767	-123.774
386	Santa Monica Mountains, Los Angeles Co., California, USA	34.1505	34.0276	-118.488	-119.064
388	La Crescenta, California, USA	34.2518	34.2061	-118.221	-118.262
389	Torrey Pines State Reserve, San Diego Co., California, USA	32.9397	32.8908	-117.232	-117.26
390	Crosby Arboretum, Pearl River Co., Mississippi, USA	30.5076	30.4985	-89.6642	-89.6687
391	Cranberry Wilderness, Monongahela National Forest, West Virginia, USA	38.1271	38.1071	-80.5558	-80.5833
392	Royalston, Massachusetts, USA	42.721	42.6268	-72.1146	-72.2682
393	Staffanstorp, Skåne, Sweden	55.66	55.62	13.24	13.17
394	Skrylle, Skåne, Sweden	55.7	55.67	13.4	13.35
395	Marin Center, San Rafael, California, USA	38.0042	37.9965	-122.528	-122.535
396	Mount Gleason, San Gabriel Mountains, Los Angeles Co., California, USA	34.4364	34.3298	-118.082	-118.269
397	Pine Mountain, Santa Barbara Co., California, USA	34.6863	34.5925	-119.243	-119.439
398	Weldon Springs, Missouri, USA	38.7	38.68	-90.7	-90.73
399	Greensfelder Park, Eureka, Missouri, USA	38.5492	38.5185	-90.6609	-90.6889
401	Shelter Cove, California, USA	40.0526	40.0214	-124.038	-124.081
402	Kullaberg, Skåne, Sweden	56.3043	56.28	12.5637	12.4447
404	Bavaria, Germany	49.3824	47.6062	13.4912	9.7119
405	Gotland, Sweden	57.9965	56.885	19.0283	17.9736
406	Västerbotten, Sweden	65.3485	63.3718	20.6982	14.4141
407	Indiana Co., Pennsylvania, USA	40.8844	40.3926	-78.9587	-79.3158
408	Mendocino, California, USA	39.3192	39.3004	-123.767	-123.815
409	Bossy, Switzerland	46.291	46.282	6.13	6.105
411	Marconi beach, Wellfleet, Massachusetts, USA	41.9391	41.8379	-69.9417	-70.0049
413	Geneva, Switzerland	46.3848	46.0809	6.3831	5.8777
414	Sammamish, Washington, USA	47.6092	47.6092	-122.035	-122.035
415	Flagstaff, Arizona, USA	35.3672	35.1211	-111.55	-111.779
416	near Price, Carbon Co., Utah, USA	39.44	39.4	-110.42	-110.46
417	San Rafael Desert, Emery Co., Utah, USA	38.8825	38.3987	-110.388	-110.73
418	Trinity Mountains, Shasta Co., California, USA	40.447	40.247	-122.884	-123.084
419	Little McClellan Rock, Humboldt Co., California, USA	40.47	40.46	-123.695	-123.705
420	Lost Coast, Humboldt Co., California, USA	40.267	39.8381	-123.882	-124.393
421	Ladd Canyon Rd., Union Co., Oregon, USA	45.2247	45.2047	-118.016	-118.036
422	Myrtle Beach, South Carolina, USA	33.7917	33.6478	-78.7931	-78.9645
423	Marble Mountain Ranch, Siskiyou Co., California, USA	41.4831	41.4613	-123.492	-123.519
425	St. Genis, France	46.2551	46.235	6.0497	6.0078
426	Kinderhook Trail, Wayne National Forest, Ohio, USA	39.4563	39.3959	-81.2206	-81.3373
427	Gale Rd., Warwick, Massachusetts, USA	42.6837	42.6602	-72.3075	-72.3268
428	Lapland, Sweden	68.3992	65.75	20.3	16.5234
429	Dalarna, Sweden	61.3283	60.6139	15.3809	14.0955
430	Wayne National Forest, Athens Co., Ohio, USA	39.4828	39.381	-82.1067	-82.2615
431	Winchester, New Hampshire, USA	42.7924	42.741	-72.3381	-72.4246
432	Yale Forest, Swanzey, New Hampshire, USA	42.8901	42.8226	-72.2365	-72.3058
433	St-François, Île-d'Orléans, Quebec, Canada	47.028	46.9966	-70.7914	-70.8464
434	Washington Oaks Gardens State Park, Flagler Co., Florida, USA	29.643	29.634	-81.205	-81.21
435	Mascoutah, Illinois, USA	38.5488	38.5488	-89.763	-89.763
436	Port Townsend, Washington, USA	48.1455	48.0932	-122.746	-122.84
437	Little River, California, USA	39.2796	39.2527	-123.714	-123.804
438	Marysville State Game Lands, Perry Co., Pennsylvania, USA	40.357	40.3141	-76.9084	-77.0279
439	Ridgeview Dr., Ben Lomond, California, USA	37.0732	37.0713	-122.068	-122.072
440	Binbrook Conservation Area, Hamilton, Ontario, Canada	43.1245	43.0877	-79.811	-79.8605
441	Fiery Gizzard, South Cumberland State Park, Grundy Co., Tennessee, USA	35.2532	35.2479	-85.7449	-85.7546
442	West Prong Trail, Great Smoky Mountains National Park, Blount Co., Tennessee, USA	35.6406	35.6233	-83.6903	-83.71
444	Stone Door, Savage Gulf SNA, Tennessee, USA	35.4442	35.4381	-85.6425	-85.6567
445	Cucumber Gap Trail, Great Smoky Mountains National Park, Sevier Co., Tennessee, USA	35.6453	35.6375	-83.5508	-83.5853
446	Sewanee, Franklin Co., Tennessee, USA	35.23	35.1953	-85.8964	-85.9697
447	Sacramento, California, USA	38.6023	38.52	-121.427	-121.536
448	Monterey, California, USA	36.609	36.584	-121.834	-121.904
449	Modesto, California, USA	37.694	37.59	-120.9	-121.08
450	Los Angeles, California, USA	34.114	33.98	-118.183	-118.39
451	Kot 12, 5230 Bovec, Slovenia	46.3379	46.3379	13.5522	13.5522
452	Belgrad Forest, Istanbul, Turkey	41.29	41.09	29.07	28.87
453	Arnavutkoy, Istanbul, Turkey	41.12	41.02	29.09	29
454	Aydos, Istanbul, Turkey	41.05	40.84	29.32	29.12
455	Larkspur, California, USA	37.9441	37.93	-122.518	-122.554
456	Sullivan, Indiana, USA	39.1151	39.1151	-87.3887	-87.3887
457	Mark Twain Lake, Missouri, USA	39.488	39.48	-91.796	-91.798
458	Hoosier National Forest, Indiana, USA	38.5267	38.0308	-86.478	-86.6656
459	La Ronge, Saskatchewan, Canada	55.6094	54.9524	-104.106	-105.557
460	Kauai, Hawaii, USA	22.2353	21.8659	-159.292	-159.79
461	Yıldız Park, Istanbul, Turkey	41.1	41	29.02	29
462	Pogonip Open Space Reserve, Santa Cruz, California, USA	37.0097	36.9811	-122.034	-122.052
463	Portales, New Mexico, USA	34.2396	34.1209	-103.268	-103.396
464	Greensburg, Pennsylvania, USA	40.3074	40.307	-79.5456	-79.546
465	Chatawa, Mississippi, USA	31.0631	31.0592	-90.4637	-90.4709
466	Austin Creek State Recreation Area, Sonoma Co., California, USA	38.5957	38.5374	-122.993	-123.078
468	Meadville, Mississippi, USA	31.489	31.4568	-90.8782	-90.9136
469	Navarro, California, USA	39.17	39.1343	-123.516	-123.608
470	Van Damme State Park, Mendocino Co., California, USA	39.2857	39.2618	-123.72	-123.79
471	Grizzly Peak Blvd., Berkeley, California, USA	37.9091	37.8475	-122.2	-122.271
472	Windy Hill Preserve, Portola Valley, California, USA	37.3803	37.3595	-122.218	-122.254
473	Grand Circuit, Parque Nacional Torres del Paine, Magallanes, Chile	-50.8415	-51.0742	-72.8339	-73.206
474	Villa O'Higgins, Aisén, Chile	-48.3234	-48.509	-72.4384	-72.7844
475	Parque Nacional Los Glaciares, Santa Cruz, Argentina	-50.2156	-50.6564	-72.7295	-73.4601
476	Eichenmaiß, Droßeramt, Droß, Bezirk Krems-Land, Lower Austria, Austria	48.5144	48.4144	15.6232	15.5232
477	Indian Lake, Hamilton Co., New York, USA	43.797	43.7806	-74.2439	-74.2746
478	Sheffield Village, Oakland, California, USA	37.7404	37.7337	-122.14	-122.154
479	Anthony Chabot Regional Park, Alameda Co., California, USA	37.8046	37.7099	-122.074	-122.164
480	Lackawanna Co., Pennsylvania, USA	41.6525	41.1615	-75.4408	-75.8351
481	Pineta, Passo d'Acera, Umbria, Italy	42.8482	42.8282	12.843	12.823
482	Marchgraben, Wöllersdorf, Bezirk Wiener Neustadt, Lower Austria, Austria	47.873	47.8574	16.182	16.1571
483	West Lothian, Scotland	55.9219	55.8903	-3.5177	-3.5925
484	Pittsburgh, Pennsylvania, USA	40.495	40.3361	-79.8761	-80.1315
485	Chico, California, USA	39.8149	39.6459	-121.72	-121.937
486	Oakland Museum, Oakland, California, USA	37.7996	37.797	-122.26	-122.265
487	Sierra Azul Open Space Preserve, Los Gatos, Santa Clara Co., California, USA	37.2161	37.1488	-121.856	-121.984
488	Kentucky River Palisades, Fayette Co., Kentucky, USA	37.9052	37.8393	-84.341	-84.4341
489	Marinha Grande, Portugal	39.7345	39.7344	-8.9185	-8.9186
490	Algarve, Portugal	37.5424	36.996	-7.3856	-9.006
491	Istanbul, Turkey	41.5846	40.8087	29.9308	27.9698
492	Hawn State Park, Missouri, USA	37.8437	37.7962	-90.2012	-90.2846
493	Reserva Nacional Magellanes, Magellanes, Chile	-53.0981	-53.2369	-71.0307	-71.2621
494	Reserva Nacional Cerro Castillo, Aisén, Chile	-45.9225	-46.0923	-71.9714	-72.2818
495	Reserva Nacional Rio Simpson, Aisén, Chile	-45.3502	-45.4881	-72.187	-72.3999
496	Parque Nacional Puyehue, Los Lagos, Chile	-40.3738	-40.8803	-71.8808	-72.3367
497	Parque Nacional Huerquehue, Araucanía, Chile	-39.0848	-39.195	-71.6013	-71.7421
498	Reserva Nacional Los Ruiles, Maule, Chile	-35.8256	-35.838	-72.4814	-72.506
499	Kohlstatt, Forchtenstein, Bezirk Mattersburg, Burgenland, Austria	47	47	16	16
500	near Lisbon, Portugal	38.44	38.4	-9.13	-9.2
501	Keaiwa Heiau State Recreation Area, Oahu, Hawaii, USA	21.4078	21.3902	-157.883	-157.907
502	Pålstorp, Skåne, Sweden	56.29	56.2	13.7	13.58
503	Parque Nacional Tierra del Fuego, Tierra del Fuego, Argentina	-54.5657	-54.8892	-68.3645	-68.5767
504	southern Tierra del Fuego, Tierra del Fuego, Argentina	-54.5657	-55.0406	-65.1819	-68.5767
506	near Iguazu Falls, Misiones, Argentina	-25.5301	-25.7653	-54.2587	-54.5334
507	Audubon Trail, Saint Genevieve Co., Missouri, USA	37.73	37.72	-90.17	-90.18
508	Parque Nacional Queulat, Aisén, Chile	-44.4024	-44.5866	-72.1527	-72.6196
509	West end of Lago General Carrera, Aisén, Chile	-46.3886	-46.8715	-72.5372	-72.8723
510	The New York Botanical Garden, Bronx, New York, USA	40.8693	40.8594	-73.8715	-73.8841
511	Great Forest Trees Drive, Shannon National Park, Manjimup Shire, Western Australia, Australia	-34.592	-34.592	116.412	116.412
512	Davies Creek Rd., Davies Creek National Park, Mareeba Shire, Queensland, Australia	-17.0249	-17.0249	145.588	145.588
513	Central Station, Fraser Island, Queensland, Australia	-25.4762	-25.5	153.055	153.041
514	Cape Conran, East Gippsland, Victoria, Australia	-37.799	-37.7997	148.742	148.741
515	Highway 1095 km 22, Chiang Mai, Thailand	19.128	19.127	98.753	98.75
516	Kentucky, USA	39.1568	36.626	-82.22	-89.34
517	Washington Co., Ohio, USA	39.61	39.22	-81.04	-81.84
518	Floodplain of Hocking River, Athens Co., Ohio, USA	39.54	39.19	-81.72	-82.28
519	North Bend State Park, West Virginia, USA	39.235	39.205	-81.09	-81.14
520	California Woods Natural Preserve, Cincinnati, Ohio, USA	39.083	39.046	-84.368	-84.432
521	Sun Fish Creek State Forest, Ohio, USA	39.83	39.8	-80.817	-80.872
522	Wayne National Forest, Ohio, USA	39.79	39.38	-80.98	-81.34
523	Floyd Co., Kentucky, USA	37.748	37.291	-82.602	-82.913
524	Albemarle Co., Virginia, USA	38.26	37.73	-78.27	-78.74
525	5 km from Kennedy Highway, Davies Creek National Park, Mareeba Shire, Queensland, Australia	-17.0104	-17.0106	145.574	145.573
526	Portones por El Tajo, Las Tablas Protected Zone, Puntarenas, Costa Rica	8.9217	8.91077	-82.7667	-82.7803
527	Camp Site 5 and 6, Davies Creek Rd., Davies Creek National Park, Mareeba Shire, Queensland, Australia	-17.027	-17.028	145.59	145.589
528	Kattang Nature Reserve, Dunbogan, New South Wales, Australia	-31.6396	-31.6482	152.85	152.833
529	Zofinsky Prales nature reserve, Zofin, Bohemia, Czech Republic	48.9369	48.6111	14.8865	13.9307
530	Pohori na Sumave, Southern Bohemia, Czech Republic	49.1602	48.7852	13.9417	13.2715
531	Kaltwasserbach, Sauerbrunn, Bezirk Mattersburg, Burgenland, Austria	47.7836	47.6043	16.4658	16.2817
532	Toronto, Ontario, Canada	43.9723	43.4988	-79.0741	-79.9327
533	Orinda, California, USA	37.9204	37.8425	-122.144	-122.219
534	Fresno, California, USA	36.8895	36.6849	-119.648	-119.915
535	Fields Creek, John Day, Grant Co., Oregon, USA	44.4356	44.3115	-119.279	-119.315
536	New Jersey, USA	41.3768	38.9167	-73.6853	-75.6079
537	Twin Harbors State Park, Westport, Washington, USA	46.859	46.8585	-124.114	-124.115
538	Kaipara harbour, Auckland, New Zealand	-36.1556	-36.6949	174.496	173.892
539	San Geronimo, Marin Co., California, USA	38.0251	38.0064	-122.649	-122.676
540	Priest Lake, Idaho, USA	48.8177	48.4383	-116.768	-116.969
541	Butano State Park, San Mateo Co., California, USA	37.2342	37.1981	-122.271	-122.345
542	Wielangta Forest, Tasmania, Australia	-42.638	-42.7611	147.903	147.761
543	Huber Alm, Dorfgastein, Bezirk Sankt Johann im Pongau, Salzburg, Austria	47.2606	47.2121	13.1465	13.0627
544	Puy-de-Dôme, Clermont-Ferrand, France	45.8144	45.7167	2.9979	2.8606
545	North Fork Rd., near Cherryville, British Columbia, Canada	50.2438	50.2262	-118.516	-118.565
546	Vernon, British Columbia, Canada	50.2628	50.2628	-119.273	-119.273
547	Tunkhannock, Pennsylvania, USA	41.554	41.502	-75.9	-76
548	Southworth, Kitsap Co., Washington, USA	47.5201	47.5033	-122.493	-122.518
549	Luzerne Co., Pennsylvania, USA	41.4272	40.902	-75.6006	-76.3197
550	Wynn Jones County Park, Kitsap Co., Washington, USA	47.5879	47.5846	-122.556	-122.561
551	Guadalajara, Jalisco, Mexico	20.752	20.597	-103.208	-103.457
552	Morgantown, West Virginia, USA	39.646	39.616	-79.94	-79.982
553	Tennessee, USA	36.6243	34.94	-81.5845	-90.3076
554	Duncan Branch Rd., Summers Co., West Virginia, USA	37.8297	37.8043	-80.7495	-80.8153
555	Germantown, Maryland, USA	39.1414	39.0154	-77.1423	-77.3664
556	Little River, Great Smoky Mountains National Park, Sevier Co., Tennessee, USA	35.6977	35.6364	-83.5332	-83.7144
557	Rivière-Éternité, Parc du Saguenay, Quebec, Canada	48.3081	48.2407	-70.2898	-70.4086
558	near Tofino in the Pacific Rim National Park, Vancouver Island, British Columbia, Canada	49.166	49.1139	-125.84	-125.946
559	Tannehill State Park, Tuscaloosa Co., Alabama, USA	33.2638	33.2276	-87.0489	-87.0926
560	New Port Richey, Florida, USA	28.294	28.2011	-82.5913	-82.7758
561	Albany, Auckland, New Zealand	-36.7061	-36.7558	174.777	174.642
563	Charnys at Birmingham, Alabama, USA	33.3926	33.392	-86.773	-86.7738
564	Moss Rock Preserve, Hoover, Alabama, USA	33.3929	33.3899	-86.833	-86.836
565	Hoover Sport Park East, Hoover, Jefferson Co., Alabama, USA	33.4	33.399	-86.7615	-86.7625
566	Botanical Gardens, Birmingham, Alabama, USA	33.4919	33.4903	-86.7754	-86.777
567	Oak Mountain State Park, Shelby Co., Alabama, USA	33.31	33.3	-86.76	-86.77
568	Cheaha State Park, Cleburne Co., Alabama, USA	33.5	33.4708	-85.7999	-85.8247
569	Aldridge Gardens, Hoover, Alabama, USA	33.39	33.385	-86.79	-86.795
570	DeSoto State Park, DeKalb Co., Alabama, USA	34.5056	34.4928	-85.6155	-85.6278
572	Jilin, China	43.9266	43.8048	126.623	126.516
573	Maryland, USA	39.6818	37.8575	-75.0256	-79.5081
574	Booyong Reserve, New South Wales, Australia	-28.7426	-28.7472	153.45	153.444
575	Finland	70.0806	60.1087	30.7617	20.5664
576	Bunyip State Forest, Victoria, Australia	-37.9106	-38.0312	145.832	145.576
577	Booyong, New South Wales, Australia	-28.7449	-28.7495	153.454	153.449
578	San Francisco Bay, California, USA	37.82	37.4	-122.04	-122.44
579	Manchester State Park, Kitsap Co., Washington, USA	47.5808	47.5752	-122.543	-122.555
580	East-Central Florida, Florida, USA	29.4032	27.6641	-80.1782	-81.5625
581	San Diego, California, USA	32.8288	32.622	-116.947	-117.282
583	Bainbridge Island, Kitsap Co., Washington, USA	47.7223	47.5706	-122.484	-122.596
584	Wells Gray Provincial Park, British Columbia, Canada	52.8724	51.6998	-119.479	-120.616
585	Thompson Region, Wells Gray Provincial Park, British Columbia, Canada	52.093	51.7032	-119.781	-120.243
586	Vavenby Limestone South, British Columbia, Canada	51.5787	51.5757	-119.71	-119.716
587	Pacific Spirit Park, Vancouver, British Columbia, Canada	49.2624	49.2592	-123.214	-123.218
588	Saint Marks Peak, Cypress Provincial Park, British Columbia, Canada	49.406	49.406	-123.205	-123.205
590	Cameron Lake, Vancouver Island, British Columbia, Canada	49.2911	49.2911	-124.652	-124.652
591	South Bend, Indiana, USA	41.7724	41.5919	-86.1725	-86.3349
592	Whistler, British Columbia, Canada	50.363	49.8254	-122.584	-123.4
593	Galiano Island, British Columbia, Canada	48.8722	48.8722	-123.335	-123.335
594	Vaseaux Lake, Okanagan, British Columbia, Canada	49.3281	49.3281	-119.572	-119.572
595	Cheakamus Lake Trail, British Columbia, Canada	50.0466	50.03	-122.959	-122.998
596	Larch Hills, British Columbia, Canada	50.7106	50.7106	-119.14	-119.14
598	Admiralty Point Trail, British Columbia, Canada	49.3076	49.3076	-122.927	-122.927
599	Ungowa Rd. near Ungowa, Fraser Island, Queensland, Australia	-25.5	-25.51	153	152.99
600	Sumallo Grove, Manning Park, British Columbia, Canada	49.2119	49.2119	-121.08	-121.08
601	near Eurong, Fraser Island, Queensland, Australia	-25.489	-25.495	153.103	153.102
602	Saltspring Island, British Columbia, Canada	48.8932	48.8932	-123.507	-123.507
603	Florencia Beach Trail, Pacific Rim National Park, Vancouver Island, British Columbia, Canada	49.0061	49.0061	-125.665	-125.665
604	Mount Kobau, Okanogan, British Columbia, Canada	49.1159	49.1159	-119.679	-119.679
605	Malcom Knapp Research Forest, British Columbia, Canada	49.275	49.275	-122.567	-122.567
607	Simon Fraser University, Burnaby, British Columbia, Canada	49.2814	49.2721	-122.903	-122.934
608	Gabriola Island, British Columbia, Canada	49.1339	49.1339	-123.692	-123.692
609	Lost Lake, Whistler, British Columbia, Canada	50.1308	50.1308	-122.939	-122.939
611	Eagle Ridge Bluffs, Vancouver, British Columbia, Canada	49.3654	49.3654	-123.265	-123.265
612	Admiralty Mountain, British Columbia, Canada	49.2957	49.2957	-122.917	-122.917
613	Ruby Lake lagoon, British Columbia, Canada	49.7068	49.7068	-123.964	-123.964
614	Cheakeye River, British Columbia, Canada	49.8333	49.8333	-123.167	-123.167
615	Manning Provincial Park, British Columbia, Canada	49.2176	49.2176	-121.068	-121.068
